ShipTrip,Section,Station,Lat,Lon,Date,Day,Month,Year,TimeUTC,Season,T#,SampleID,TowDepth,DW_small,DW_large,corrDW_small,corrDW_large,Comments,NewShipTrip,UID,BottomSampleID,TopSampleID
TEL886,FC,FC-07,47.0,-51.0,2009-04-26,26,4,2009,12:35:00,Spring,T1270,,92.0,0.137,0.364,0.274,0.728,,39886,39886125.0,319394.0,319401.0
TEL886,FC,FC-09,47.0,-50.0,2009-04-26,26,4,2009,18:35:00,Spring,T1271,,70.0,0.225,0.415,0.45,0.83,,39886,39886125.0,319402.0,319408.0
TEL886,FC,FC-10,47.0,-49.1166666666666,2009-04-26,26,4,2009,22:50:00,Spring,T1272,,70.0,0.159,0.516,0.318,1.032,,39886,39886125.0,319409.0,319415.0
TEL886,FC,FC-12,47.0,-48.1166666666666,2009-04-27,27,4,2009,08:30:00,Spring,T1273,,121.0,0.306,0.91,0.612,1.82,,39886,39886125.0,319416.0,319424.0
TEL886,FC,FC-14,47.0,-47.5,2009-04-27,27,4,2009,12:15:00,Spring,T1274,,200.0,0.263,0.993,0.526,1.986,,39886,39886125.0,319425.0,319434.0
TEL886,FC,FC-15,47.0,-47.25,2009-04-27,27,4,2009,14:44:00,Spring,T1275,,500.0,0.101,1.094,0.202,2.188,,39886,39886125.0,319435.0,319444.0
TEL886,FC,FC-17,47.0,-47.0166666666666,2009-04-27,27,4,2009,19:00:00,Spring,T1276,,1000.0,0.425,2.28,0.85,4.56,,39886,39886125.0,319445.0,319454.0
TEL886,FC,FC-18,47.0,-46.8333333333333,2009-04-27,27,4,2009,22:40:00,Spring,T1277,,1000.0,0.194,1.455,0.388,2.91,,39886,39886125.0,319455.0,319464.0
TEL886,HIB,HIB-01,46.0084999999999,-48.7815,2009-04-27,27,4,2009,01:09:00,Spring,,,,,,,,,39886,39886125.0,,
TEL886,HIB,HIB-02,46.6991666666666,-48.7815,2009-04-27,27,4,2009,02:53:00,Spring,,,,,,,,,39886,39886125.0,,
TEL886,HIB,HIB-03,46.7316666666666,-48.7791666666666,2009-04-27,27,4,2009,03:28:00,Spring,,,,,,,,,39886,39886125.0,,
TEL886,FC,FC-20,47.0,-46.4833333333333,2009-04-28,28,4,2009,03:30:00,Spring,T1278,,330.0,0.328,1.503,0.656,3.006,,39886,39886125.0,319465.0,319474.0
TEL886,FC,FC-21,47.0,-46.0166666666666,2009-04-28,28,4,2009,07:00:00,Spring,T1279,,290.0,0.306,3.517,0.612,7.034,,39886,39886125.0,319475.0,319484.0
TEL886,FC,FC-24,47.0,-45.2133333333333,2009-04-28,28,4,2009,12:00:00,Spring,T1280,,155.0,0.207,0.719,0.414,1.438,,39886,39886125.0,319485.0,319494.0
TEL886,FC,FC-26,47.0,-44.7716666666666,2009-04-28,28,4,2009,14:20:00,Spring,T1281,,138.0,0.095,1.146,0.19,2.292,,39886,39886125.0,319495.0,319503.0
TEL886,FC,FC-29,47.0,-44.2316666666666,2009-04-28,28,4,2009,19:20:00,Spring,T1282,,258.0,0.104,1.341,0.208,2.682,,39886,39886125.0,319504.0,319513.0
TEL886,FC,FC-31,47.0,-43.8333333333333,2009-04-28,28,4,2009,22:45:00,Spring,T1283,,538.0,0.144,1.505,0.288,3.01,,39886,39886125.0,319514.0,319523.0
TEL886,FC,FC-33,47.0,-43.3999999999999,2009-04-29,29,4,2009,02:45:00,Spring,T1284,,1000.0,0.117,2.343,0.234,4.686,,39886,39886125.0,319524.0,319533.0
TEL886,FC,FC-35,47.0,-43.0,2009-04-29,29,4,2009,07:00:00,Spring,T1285,,1000.0,0.113,1.204,0.226,2.408,,39886,39886125.0,319534.0,319543.0
TEL886,SEGB,SEGB-19,42.0816666666666,-49.27,2009-05-01,1,5,2009,08:00:00,Spring,T1286,,1000.0,0.161,0.629,0.322,1.258,,39886,39886125.0,319544.0,319553.0
TEL886,SEGB,SEGB-17,42.5883333333333,-49.6833333333333,2009-05-01,1,5,2009,15:20:00,Spring,T1287,,1000.0,0.202,0.556,0.404,1.112,,39886,39886125.0,319554.0,319563.0
TEL886,SEGB,SEGB-16,42.7749999999999,-49.8283333333333,2009-05-01,1,5,2009,19:15:00,Spring,T1288,,1000.0,0.29,1.31,0.58,2.62,,39886,39886125.0,319564.0,319573.0
TEL886,SEGB,SEGB-15,42.85,-49.8866666666666,2009-05-01,1,5,2009,21:55:00,Spring,T1289,,370.0,0.257,0.739,0.514,1.478,,39886,39886125.0,319574.0,319583.0
TEL886,SEGB,SEGB-13,43.2,-50.1666666666666,2009-05-02,2,5,2009,01:20:00,Spring,T1290,,55.0,0.102,0.881,0.204,1.762,,39886,39886125.0,319584.0,319589.0
TEL886,SEGB,SEGB-12,43.6333333333333,-50.5166666666666,2009-05-02,2,5,2009,04:35:00,Spring,T1291,,53.0,0.056,0.178,0.112,0.356,,39886,39886125.0,319590.0,319596.0
TEL886,SEGB,SEGB-11,44.0,-50.8083333333333,2009-05-02,2,5,2009,07:20:00,Spring,T1292,,60.0,0.138,0.076,0.276,0.152,,39886,39886125.0,319597.0,319603.0
TEL886,SEGB,SEGB-10,44.3633333333333,-51.1033333333333,2009-05-02,2,5,2009,10:02:00,Spring,T1293,,60.0,0.081,0.097,0.162,0.194,,39886,39886125.0,319604.0,319610.0
TEL886,SEGB,SEGB-09,44.725,-51.395,2009-05-02,2,5,2009,02:45:00,Spring,T1294,,60.0,0.039,0.029,0.078,0.058,,39886,39886125.0,319611.0,319617.0
TEL886,SEGB,SEGB-08,45.0949999999999,-51.7,2009-05-02,2,5,2009,15:55:00,Spring,T1295,,56.0,0.03,0.059,0.06,0.118,,39886,39886125.0,319618.0,319624.0
TEL886,SEGB,SEGB-07,45.4583333333333,-52.0,2009-05-02,2,5,2009,19:15:00,Spring,T1296,,70.0,0.047,0.141,0.094,0.282,,39886,39886125.0,319625.0,319631.0
TEL886,SEGB,SEGB-05,46.07,-52.5,2009-05-03,3,5,2009,00:30:00,Spring,T1297,,80.0,0.093,0.402,0.186,0.804,,39886,39886125.0,,
TEL886,SEGB,SEGB-03,46.35,-52.7333333333333,2009-05-03,3,5,2009,04:00:00,Spring,T1298,,160.0,0.095,0.97,0.19,1.94,,39886,39886125.0,319640.0,319649.0
TEL886,SEGB,SEGB-02,46.5,-52.85,2009-05-03,3,5,2009,06:50:00,Spring,T1299,,165.0,0.086,0.536,0.172,1.072,,39886,39886125.0,319650.0,319659.0
TEL886,SEGB,SEGB-01,46.5833333333333,-52.9333333333333,2009-05-03,3,5,2009,08:25:00,Spring,T1300,,42.0,0.057,0.276,0.114,0.552,,39886,39886125.0,319660.0,319665.0
TEL886,S27,S27-07,47.84,-51.1899999999999,2009-05-03,3,5,2009,19:40:00,Spring,T1301,,155.0,,,,,,39886,39886125.0,319666.0,319675.0
TEL886,S27,S27-05,47.74,-51.6499999999999,2009-05-03,3,5,2009,22:50:00,Spring,T1302,,150.0,,,,,,39886,39886125.0,319676.0,319685.0
TEL886,S27,S27-03,47.63,-52.1199999999999,2009-05-04,4,5,2009,03:55:00,Spring,T1303,,160.0,,,,,,39886,39886125.0,319686.0,319695.0
TEL886,S27,S27-01,47.5466666666666,-52.5866666666666,2009-05-04,4,5,2009,07:15:00,Spring,T1304,,165.0,0.167,0.584,0.334,1.168,,39886,39886125.0,319696.0,319705.0
TEL886,S27,S27-01,47.5466666666666,-52.5866666666666,2009-05-06,6,5,2009,13:51:00,Spring,T1305,,165.0,0.125,0.426,0.25,0.852,,39886,39886125.0,319706.0,319715.0
TEL886,SWSPB,SWSPB-01,46.7733333333333,-55.6183333333333,2009-05-07,7,5,2009,06:22:00,Spring,T1306,,100.0,0.263,0.681,0.526,1.362,,39886,39886125.0,319716.0,319723.0
TEL886,SWSPB,SWSPB-02,46.505,-56.03,2009-05-07,7,5,2009,10:05:00,Spring,T1307,,130.0,0.231,0.449,0.462,0.898,,39886,39886125.0,,
TEL886,SWSPB,SWSPB-03,46.1816666666666,-56.5099999999999,2009-05-07,7,5,2009,14:04:00,Spring,T1308,,55.0,0.118,0.051,0.236,0.102,,39886,39886125.0,319733.0,319738.0
TEL886,SWSPB,SWSPB-04,45.9433333333333,-56.8783333333333,2009-05-07,7,5,2009,17:05:00,Spring,T1309,,62.0,0.177,0.178,0.354,0.356,,39886,39886125.0,319739.0,319746.0
TEL886,SWSPB,SWSPB-05,45.8466666666666,-57.0233333333333,2009-05-07,7,5,2009,19:23:00,Spring,T1310,,365.0,0.091,0.76,0.182,1.52,,39886,39886125.0,319747.0,319756.0
TEL886,SWSPB,SWSPB-06,45.6166666666666,-57.375,2009-05-07,7,5,2009,22:49:00,Spring,T1311,,430.0,0.119,1.136,0.238,2.272,,39886,39886125.0,319757.0,319766.0
TEL886,SESPB,SESPB-08,44.43,-54.8933333333333,2009-05-08,8,5,2009,12:36:00,Spring,T1312,,1000.0,0.098,1.407,0.196,2.814,,39886,39886125.0,319767.0,319776.0
TEL886,SESPB,SESPB-07,44.8116666666666,-55.0099999999999,2009-05-08,8,5,2009,17:56:00,Spring,T1313,,1000.0,0.111,1.056,0.222,2.112,,39886,39886125.0,319777.0,319786.0
TEL886,SESPB,SESPB-06,44.9866666666666,-55.0666666666666,2009-05-08,8,5,2009,21:53:00,Spring,T1314,,865.0,0.077,0.727,0.154,1.454,,39886,39886125.0,319787.0,319796.0
TEL886,SESPB,SESPB-05,45.1066666666666,-55.1049999999999,2009-05-09,9,5,2009,00:25:00,Spring,T1315,,165.0,0.022,1.669,0.044,3.338,,39886,39886125.0,,
TEL886,SESPB,SESPB-04,45.5383333333333,-55.2566666666666,2009-05-09,9,5,2009,04:22:00,Spring,T1316,,140.0,0.196,0.636,0.392,1.272,,39886,39886125.0,,
TEL886,SESPB,SESPB-03,46.0799999999999,-55.4033333333333,2009-05-09,9,5,2009,08:34:00,Spring,T1317,,89.0,0.418,0.062,0.836,0.124,,39886,39886125.0,319816.0,319823.0
TEL886,SESPB,SESPB-02,46.4366666666666,-55.5133333333333,2009-05-09,9,5,2009,11:37:00,Spring,T1318,,144.0,0.154,0.275,0.308,0.55,,39886,39886125.0,319824.0,319832.0
TEL886,S27,S27-01,47.5466666666666,-52.5866666666666,2009-05-10,10,5,2009,03:21:00,Spring,T1319,,164.0,0.099,0.28,0.198,0.56,,39886,39886125.0,319833.0,319842.0
TEL886,BB,BB-01,48.7333333333333,-52.9666666666666,2009-05-10,10,5,2009,11:54:00,Spring,T1320,,95.0,0.156,0.214,0.312,0.428,,39886,39886125.0,319843.0,319850.0
TEL886,BB,BB-03,48.8333333333333,-52.6499999999999,2009-05-10,10,5,2009,15:04:00,Spring,T1321,,245.0,0.059,0.294,0.118,0.588,,39886,39886125.0,319851.0,319860.0
TEL886,BB,BB-04,48.9166666666666,-52.3999999999999,2009-05-10,10,5,2009,18:35:00,Spring,T1322,,320.0,0.123,0.648,0.246,1.296,,39886,39886125.0,319861.0,319870.0
TEL886,BB,BB-06,49.1,-51.8299999999999,2009-05-10,10,5,2009,22:59:00,Spring,T1323,,275.0,0.07,0.299,0.14,0.598,,39886,39886125.0,319871.0,319880.0
TEL886,BB,BB-08,49.28,-51.28,2009-05-12,12,5,2009,08:43:00,Spring,T1324,,308.0,0.308,1.767,0.616,3.534,,39886,39886125.0,319881.0,319890.0
TEL886,BB,BB-10,49.5166666666666,-50.5333333333333,2009-05-12,12,5,2009,13:40:00,Spring,T1325,,318.0,0.187,1.964,0.374,3.928,,39886,39886125.0,319891.0,319900.0
TEL886,BB,BB-11,49.6833333333333,-50.0166666666666,2009-05-12,12,5,2009,17:19:00,Spring,T1326,,600.0,0.296,1.734,0.592,3.468,,39886,39886125.0,319901.0,319910.0
TEL886,BB,BB-12,49.85,-49.5,2009-05-12,12,5,2009,22:10:00,Spring,T1327,,1000.0,0.096,0.843,0.192,1.686,,39886,39886125.0,319911.0,319920.0
TEL886,BB,BB-13,50.0,-49.0,2009-05-13,13,5,2009,02:56:00,Spring,T1328,,1000.0,0.136,2.211,0.272,4.422,,39886,39886125.0,319921.0,319930.0
TEL886,BB,BB-14,50.1766666666666,-48.4716666666666,2009-05-13,13,5,2009,08:12:00,Spring,T1329,,1000.0,0.129,1.177,0.258,2.354,,39886,39886125.0,319931.0,319940.0
TEL886,BB,BB-15,50.3316666666666,-47.9466666666666,2009-05-13,13,5,2009,12:54:00,Spring,T1330,,1000.0,0.11,1.074,0.22,2.148,,39886,39886125.0,319941.0,319950.0
TEL886,S27,S27-17,48.35,-48.85,2009-05-14,14,5,2009,06:51:00,Spring,T1331,,1000.0,,,,,,39886,39886125.0,319951.0,319960.0
TEL886,S27,S27-15,48.24,-49.31,2009-05-14,14,5,2009,12:22:00,Spring,T1332,,263.0,,,,,,39886,39886125.0,319961.0,319970.0
TEL886,S27,S27-13,48.14,-49.78,2009-05-14,14,5,2009,15:29:00,Spring,T1333,,195.0,,,,,,39886,39886125.0,319971.0,319980.0
TEL886,S27,S27-11,48.0399999999999,-50.25,2009-05-14,14,5,2009,19:39:00,Spring,T1334,,140.0,,,,,,39886,39886125.0,319981.0,319989.0
TEL886,S27,S27-09,47.9399999999999,-50.7199999999999,2009-05-14,14,5,2009,22:55:00,Spring,T1335,,103.0,,,,,,39886,39886125.0,319990.0,319998.0
TEL886,S27,S27-01,47.5466666666666,-52.5866666666666,2009-05-15,15,5,2009,08:08:00,Spring,T1336,,164.0,0.118,0.289,0.236,0.578,,39886,39886125.0,319999.0,320008.0
TEL890,S27,S27-01,47.5466666666666,-52.5866666666666,2009-07-11,11,7,2009,00:16:00,Summer,T1337,,165.0,0.148,0.617,0.296,1.234,,39890,39890133.0,320009.0,320018.0
TEL890,FC,FC-01,47.0,-52.8316666666666,2009-07-11,11,7,2009,05:36:00,Summer,T1338,,89.0,0.021,0.241,0.042,0.482,,39890,39890133.0,320019.0,320026.0
TEL890,FC,FC-03,47.0001666666666,-52.5818333333333,2009-07-11,11,7,2009,08:58:00,Summer,T1339,,144.0,0.052,0.229,0.104,0.458,,39890,39890133.0,320027.0,320036.0
TEL890,FC,FC-04,47.0,-52.3178333333333,2009-07-11,11,7,2009,10:36:00,Summer,T1340,,110.0,0.044,0.419,0.088,0.838,,39890,39890133.0,320037.0,320045.0
TEL890,FC,FC-05,47.0015,-52.033,2009-07-11,11,7,2009,12:24:00,Summer,T1341,,129.0,0.044,0.213,0.088,0.426,,39890,39890133.0,320046.0,320054.0
TEL890,FC,FC-06,47.0,-51.4833333333333,2009-07-11,11,7,2009,15:53:00,Summer,T1342,,88.0,0.031,0.035,0.062,0.07,,39890,39890133.0,320055.0,320062.0
TEL890,FC,FC-07,47.0,-51.0,2009-07-11,11,7,2009,18:20:00,Summer,T1343,,90.0,0.034,0.077,0.068,0.154,,39890,39890133.0,320063.0,320070.0
TEL890,FC,FC-09,47.0,-50.0,2009-07-11,11,7,2009,23:16:00,Summer,T1344,,70.0,0.003,0.0,0.006,,,39890,39890133.0,320071.0,320077.0
TEL890,FC,FC-10,47.0,-49.1166666666666,2009-07-12,12,7,2009,03:24:00,Summer,T1345,,72.0,0.035,0.014,0.07,0.028,,39890,39890133.0,320078.0,320084.0
TEL890,FC,FC-12,47.0,-48.1166666666666,2009-07-12,12,7,2009,12:43:00,Summer,T1349,,124.0,0.052,0.109,0.104,0.218,,39890,39890133.0,320086.0,320094.0
TEL890,FC,FC-14,47.0,-47.5,2009-07-12,12,7,2009,16:01:00,Summer,T1350,,205.0,0.068,0.921,0.136,1.842,,39890,39890133.0,320096.0,320105.0
TEL890,FC,FC-15,47.0,-47.25,2009-07-12,12,7,2009,18:21:00,Summer,T1351,,530.0,0.167,4.438,0.334,8.876,,39890,39890133.0,320106.0,320115.0
TEL890,FC,FC-17,47.0,-47.0166666666666,2009-07-12,12,7,2009,22:08:00,Summer,T1352,,1000.0,0.194,2.923,0.388,5.846,,39890,39890133.0,320116.0,320125.0
TEL890,FC,FC-18,47.0,-46.8333333333333,2009-07-13,13,7,2009,01:42:00,Summer,T1353,,1000.0,0.129,0.327,0.258,0.654,,39890,39890133.0,320126.0,320135.0
TEL890,FC,FC-20,47.0,-46.4833333333333,2009-07-13,13,7,2009,06:48:00,Summer,T1354,,340.0,0.053,1.321,0.106,2.642,,39890,39890133.0,320136.0,320145.0
TEL890,FC,FC-21,47.0,-46.0166666666666,2009-07-13,13,7,2009,09:52:00,Summer,T1355,,292.0,0.058,1.17,0.116,2.34,,39890,39890133.0,320146.0,320155.0
TEL890,FC,FC-24,47.0,-45.2133333333333,2009-07-13,13,7,2009,14:53:00,Summer,T1356,,160.0,0.127,1.514,0.254,3.028,,39890,39890133.0,320157.0,320166.0
TEL890,FC,FC-26,47.0,-44.7716666666666,2009-07-13,13,7,2009,17:53:00,Summer,T1357,,140.0,0.149,0.594,0.298,1.188,,39890,39890133.0,320167.0,320175.0
TEL890,FC,FC-29,47.0,-44.2316666666666,2009-07-13,13,7,2009,21:41:00,Summer,T1358,,257.0,0.039,1.92,0.078,3.84,,39890,39890133.0,320177.0,320186.0
TEL890,FC,FC-31,47.0,-43.8333333333333,2009-07-14,14,7,2009,00:46:00,Summer,T1359,,535.0,0.08,1.793,0.16,3.586,,39890,39890133.0,320187.0,320196.0
TEL890,FC,FC-33,47.0,-43.3999999999999,2009-07-14,14,7,2009,04:19:00,Summer,T1360,,1000.0,0.162,4.917,0.324,9.834,,39890,39890133.0,320197.0,320206.0
TEL890,FC,FC-35,47.0,-43.0,2009-07-14,14,7,2009,09:16:00,Summer,T1361,,1000.0,0.12,0.886,0.24,1.772,,39890,39890133.0,320207.0,320216.0
TEL890,BB,BB-14,50.1766666666666,-48.4716666666666,2009-07-15,15,7,2009,11:03:00,Summer,T1362,,1000.0,0.189,1.913,0.378,3.826,,39890,39890133.0,,
TEL890,BB,BB-13,50.0,-49.0,2009-07-15,15,7,2009,16:20:00,Summer,T1363,,1000.0,0.013,1.082,0.026,2.164,,39890,39890133.0,320227.0,320236.0
TEL890,BB,BB-12,49.85,-49.5,2009-07-15,15,7,2009,21:22:00,Summer,T1364,,1000.0,0.088,1.724,0.176,3.448,,39890,39890133.0,320237.0,320246.0
TEL890,BB,BB-11,49.6833333333333,-50.0166666666666,2009-07-16,16,7,2009,02:55:00,Summer,T1365,,595.0,0.139,1.866,0.278,3.732,,39890,39890133.0,320247.0,320256.0
TEL890,BB,BB-10,49.5166666666666,-50.5333333333333,2009-07-16,16,7,2009,06:47:00,Summer,T1366,,325.0,0.113,2.096,0.226,4.192,,39890,39890133.0,320257.0,320266.0
TEL890,BB,BB-08,49.28,-51.28,2009-07-16,16,7,2009,11:26:00,Summer,T1367,,315.0,0.134,2.529,0.268,5.058,,39890,39890133.0,320267.0,320276.0
TEL890,BB,BB-06,49.1,-51.8299999999999,2009-07-16,16,7,2009,15:27:00,Summer,T1368,,278.0,0.011,0.731,0.022,1.462,,39890,39890133.0,320277.0,320286.0
TEL890,BB,BB-04,48.9166666666666,-52.3999999999999,2009-07-16,16,7,2009,19:29:00,Summer,T1369,,335.0,0.047,1.476,0.094,2.952,,39890,39890133.0,320287.0,320296.0
TEL890,BB,BB-03,48.8333333333333,-52.6499999999999,2009-07-16,16,7,2009,21:56:00,Summer,T1370,,235.0,0.031,0.81,0.062,1.62,,39890,39890133.0,320297.0,320306.0
TEL890,BB,BB-01,48.7333333333333,-52.9666666666666,2009-07-17,17,7,2009,00:52:00,Summer,T1371,,90.0,0.082,0.373,0.164,0.746,,39890,39890133.0,320307.0,320314.0
TEL890,SI,SI-13,54.7833333333333,-53.0,2009-07-20,20,7,2009,09:21:00,Summer,T1381,,1000.0,0.03,2.334,0.06,4.668,,39890,39890133.0,320404.0,320413.0
TEL890,SI,SI-12,54.6333333333333,-53.25,2009-07-20,20,7,2009,13:08:00,Summer,T1382,,665.0,0.019,1.772,0.038,3.544,,39890,39890133.0,320414.0,320423.0
TEL890,SI,SI-10,54.3549999999999,-53.7333333333333,2009-07-20,20,7,2009,18:08:00,Summer,T1383,,225.0,0.211,0.803,0.422,1.606,,39890,39890133.0,320424.0,320433.0
TEL890,SI,SI-09,54.2,-54.0,2009-07-20,20,7,2009,20:46:00,Summer,T1384,,208.0,0.068,1.128,0.136,2.256,,39890,39890133.0,320434.0,320443.0
TEL890,SI,SI-08,54.0816666666666,-54.2166666666666,2009-07-20,20,7,2009,22:59:00,Summer,T1385,,182.0,0.011,1.042,0.022,2.084,,39890,39890133.0,320444.0,320453.0
TEL890,SI,SI-06,53.7566666666666,-54.7766666666666,2009-07-21,21,7,2009,18:47:00,Summer,T1386,,156.0,0.021,0.67,0.042,1.34,,39890,39890133.0,320454.0,320462.0
TEL890,SI,SI-04,53.5333333333333,-55.145,2009-07-21,21,7,2009,21:46:00,Summer,T1387,,194.0,0.041,0.976,0.082,1.952,,39890,39890133.0,320463.0,320472.0
TEL890,SI,SI-02,53.3333333333333,-55.5,2009-07-22,22,7,2009,00:40:00,Summer,T1388,,123.0,0.028,0.467,0.056,0.934,,39890,39890133.0,320473.0,320481.0
TEL890,MB,MB-02,55.25,-58.4366666666666,2009-07-22,22,7,2009,16:57:00,Summer,T1389,,240.0,0.054,0.605,0.108,1.21,,39890,39890133.0,320482.0,320491.0
TEL890,MB,MB-04,55.3716666666666,-58.145,2009-07-22,22,7,2009,19:49:00,Summer,T1390,,177.0,0.058,0.652,0.116,1.304,,39890,39890133.0,320492.0,320501.0
TEL890,MB,MB-05,55.4783333333333,-57.9066666666666,2009-07-22,22,7,2009,21:49:00,Summer,T1391,,113.0,0.052,0.57,0.104,1.14,,39890,39890133.0,320502.0,320510.0
TEL890,MB,MB-07,55.6783333333333,-57.4399999999999,2009-07-23,23,7,2009,00:59:00,Summer,T1392,,192.0,0.057,0.627,0.114,1.254,,39890,39890133.0,320511.0,320520.0
TEL890,MB,MB-10,55.8716666666666,-56.9833333333333,2009-07-23,23,7,2009,04:54:00,Summer,T1393,,1000.0,0.108,1.594,0.216,3.188,,39890,39890133.0,320521.0,320530.0
TEL890,BI,BI-09,57.8833333333333,-58.5833333333333,2009-07-23,23,7,2009,23:15:00,Summer,T1394,,1000.0,0.076,1.925,0.152,3.85,,39890,39890133.0,320531.0,320540.0
TEL890,BI,BI-07,57.6433333333333,-59.3833333333333,2009-07-24,24,7,2009,05:56:00,Summer,T1395,,570.0,0.199,1.92,0.398,3.84,,39890,39890133.0,320541.0,320550.0
TEL890,BI,BI-05,57.5166666666666,-59.8166666666666,2009-07-24,24,7,2009,09:39:00,Summer,T1396,,155.0,0.075,0.291,0.15,0.582,,39890,39890133.0,320551.0,320559.0
TEL890,BI,BI-04,57.38,-60.25,2009-07-24,24,7,2009,11:59:00,Summer,T1397,,170.0,0.093,0.705,0.186,1.41,,39890,39890133.0,320560.0,320569.0
TEL890,BI,BI-03,57.25,-60.6833333333333,2009-07-24,24,7,2009,14:18:00,Summer,T1398,,203.0,0.053,0.688,0.106,1.376,,39890,39890133.0,320570.0,320579.0
TEL890,BI,BI-02,57.1166666666666,-61.1,2009-07-24,24,7,2009,16:57:00,Summer,T1399,,135.0,0.064,0.465,0.128,0.93,,39890,39890133.0,320580.0,320588.0
TEL890,S27,S27-01,47.5466666666666,-52.5866666666666,2009-07-27,27,7,2009,12:00:00,Summer,T1401,,165.0,0.14,0.645,0.28,1.29,,39890,39890133.0,,
TEL894,S27,S27-01,47.5466666666666,-52.5866666666666,2009-10-20,20,10,2009,nan,,4031,,165.0,0.261,0.261,0.522,0.522,,39894,39894019.0,,
TEL895,S27,S27-01,47.5466666666666,-52.5866666666666,2009-10-21,21,10,2009,nan,,4032,,165.0,0.199,0.26,0.398,0.52,,39895,39895029.0,,
TEL895,S27,S27-01,47.5466666666666,-52.5866666666666,2009-11-03,3,11,2009,nan,Fall,4033,,165.0,0.166,0.478,0.332,0.956,,39895,39895029.0,366797.0,366806.0
TEL896,S27,S27-01,47.5466666666666,-52.5866666666666,2009-11-04,4,11,2009,nan,Fall,4038,,165.0,0.074,0.463,0.148,0.926,,,,,
HUD929,S27,S27-01,47.5466666666666,-52.5866666666666,2009-11-23,23,11,2009,21:40:00,Fall,T1402,,165.0,0.188,0.541,0.376,1.082,,20929,20929088.0,320609.0,320618.0
HUD929,SI,SI-02,53.3333333333333,-55.5,2009-11-25,25,11,2009,03:04:00,Fall,T1404,,130.0,0.185,0.15,0.37,0.3,,20929,20929088.0,320619.0,320627.0
HUD929,SI,SI-04,53.5333333333333,-55.145,2009-11-25,25,11,2009,06:00:00,Fall,T1405,,200.0,0.218,0.816,0.436,1.632,,20929,20929088.0,,
HUD929,SI,SI-06,53.7566666666666,-54.7766666666666,2009-11-25,25,11,2009,09:58:00,Fall,T1406,,163.0,0.251,0.767,0.502,1.534,,20929,20929088.0,320638.0,320647.0
HUD929,SI,SI-08,54.0816666666666,-54.2166666666666,2009-11-25,25,11,2009,14:50:00,Fall,T1407,,187.0,0.051,0.24,0.102,0.48,,20929,20929088.0,362001.0,362010.0
HUD929,SI,SI-09,54.2,-54.0,2009-11-25,25,11,2009,16:30:00,Fall,T1408,,210.0,0.177,0.42,0.354,0.84,,20929,20929088.0,362011.0,362020.0
HUD929,SI,SI-10,54.3549999999999,-53.7333333333333,2009-11-25,25,11,2009,19:34:00,Fall,T1409,,232.0,0.171,0.389,0.342,0.778,,20929,20929088.0,362021.0,362030.0
HUD929,SI,SI-12,54.6333333333333,-53.25,2009-11-25,25,11,2009,23:30:00,Fall,T1410,,690.0,0.449,3.96,0.898,7.92,,20929,20929088.0,362031.0,362040.0
HUD929,SI,SI-13,54.7833333333333,-53.0,2009-11-26,26,11,2009,01:30:00,Fall,T1411,,1000.0,0.203,2.948,0.406,5.896,,20929,20929088.0,362041.0,362050.0
HUD929,BB,BB-14,50.1766666666666,-48.4716666666666,2009-11-27,27,11,2009,07:50:00,Fall,T1412,,1000.0,0.18,1.789,0.36,3.578,,20929,20929088.0,362051.0,362060.0
HUD929,BB,BB-13,50.0,-49.0,2009-11-27,27,11,2009,16:50:00,Fall,T1417,,1000.0,0.128,2.054,0.256,4.108,,20929,20929088.0,362061.0,362070.0
HUD929,BB,BB-12,49.85,-49.5,2009-11-27,27,11,2009,20:15:00,Fall,T1418,,1000.0,0.043,1.826,0.086,3.652,,20929,20929088.0,362071.0,362080.0
HUD929,BB,BB-11,49.6833333333333,-50.0166666666666,2009-11-28,28,11,2009,01:24:00,Fall,T1419,,595.0,0.336,1.265,0.672,2.53,,20929,20929088.0,362081.0,362090.0
HUD929,BB,BB-10,49.5166666666666,-50.5333333333333,2009-11-28,28,11,2009,04:09:00,Fall,T1420,,328.0,0.125,1.553,0.25,3.106,,20929,20929088.0,362091.0,362100.0
HUD929,BB,BB-08,49.28,-51.28,2009-11-28,28,11,2009,09:09:00,Fall,T1421,,315.0,0.071,2.165,0.142,4.33,,20929,20929088.0,362101.0,362110.0
HUD929,BB,BB-06,49.1,-51.8299999999999,2009-11-28,28,11,2009,13:18:00,Fall,T1422,,283.0,0.219,2.637,0.438,5.274,,20929,20929088.0,362111.0,362120.0
HUD929,BB,BB-04,48.9166666666666,-52.3999999999999,2009-11-28,28,11,2009,17:52:00,Fall,T1423,,344.0,0.325,2.474,0.65,4.948,,20929,20929088.0,362121.0,362130.0
HUD929,BB,BB-03,48.8333333333333,-52.6499999999999,2009-11-28,28,11,2009,21:55:00,Fall,T1429,,241.0,0.298,0.891,0.596,1.782,,20929,20929088.0,362131.0,362140.0
HUD929,BB,BB-01,48.7333333333333,-52.9666666666666,2009-11-29,29,11,2009,00:17:00,Fall,T1430,,93.0,0.114,0.084,0.228,0.168,,20929,20929088.0,362141.0,362148.0
HUD929,S27,S27-01,47.5466666666666,-52.5866666666666,2009-11-29,29,11,2009,08:05:00,Fall,T1431,,165.0,0.19,0.846,0.38,1.692,,20929,20929088.0,362149.0,362158.0
